date,open,high,low,close,volume
2023-01-02,100.11223804051966,101.38295329955213,98.84834829162125,101.04889100241274,1596387
2023-01-03,100.76023182344656,103.38446742173922,100.150137984687,100.82024543352324,1419065
2023-01-04,98.87370767251318,103.55243231608303,98.87370767251318,102.18582339230875,3784372
2023-01-05,104.31934766040517,108.10842880638187,102.64751004787739,105.3990424250925,1031585
2023-01-06,104.6939787835824,106.25714368336392,102.27233967281947,104.95907197137993,2463807
2023-01-09,103.21677730436699,104.72491154559859,101.30091044737503,104.52097241984796,4092195
2023-01-10,109.69066936873239,109.69066936873239,104.87020805723594,107.92882699663843,2616449
2023-01-11,108.08479204066968,111.8987710218985,106.9564203905204,109.65298474771564,1289102
2023-01-12,108.20429408031661,111.13846956941805,106.58515259913058,108.68254563036497,2336737
2023-01-13,110.06696575915655,111.12766225707222,109.55056870000087,109.92325146561876,4532549
2023-01-16,110.5340823805299,111.83872467699955,106.31621891154437,108.96361884728418,4060006
2023-01-17,106.45653240041742,108.3729526136926,105.62290394312859,108.00736933721507,2978281
2023-01-18,109.8486176629047,110.6855480964622,106.11898217629209,108.58558944640038,4961586
2023-01-19,104.57195774677034,105.38622931583147,103.80501714232865,104.56125792944356,3377074
2023-01-20,100.0741259905023,102.42863513756436,100.0741259905023,101.06609849046282,3797753
2023-01-23,100.44791990121017,102.03299128102816,96.93315986916423,99.98588166824842,2090805
2023-01-24,98.2250219233301,99.14701939014708,96.1080621275184,98.02988393479846,4232380
2023-01-25,98.10487531703349,100.2916726317031,96.05070494294827,98.6972730069165,4011851
2023-01-26,97.03721966420271,99.88472100338245,95.00268205319804,96.96953290842755,1249474
2023-01-27,93.95257963285937,95.65821052407124,92.40160733633249,94.31599197395005,4849452
2023-01-30,97.28047163425816,99.92561339142262,94.3150313700675,97.17016664071141,4010087
2023-01-31,97.4215747661596,97.62303598676696,95.34457648416965,96.7807596693543,1260116
2023-02-01,98.49782678083474,99.41292323791703,94.92762526891391,96.96002448752397,3968462
2023-02-02,93.11622170486814,97.52809828812663,92.8334574782508,94.28327469180479,2892064
2023-02-03,95.29927308035069,95.29927308035069,91.84820646708215,93.30896178395369,4042146
2023-02-06,91.73653160541528,94.68862323126011,91.73653160541528,93.56296278684914,3618137
2023-02-07,91.34063254035485,93.83697706716265,89.4466882382003,91.47948476324079,1019975
2023-02-08,92.75806306804458,93.8726146181872,90.81271293920689,92.21554316057768,1157795
2023-02-09,91.41612650745441,93.32151036376214,88.19202794241714,91.15997439278136,4562223
2023-02-10,90.11039994827124,91.94086983483913,89.67271775014245,90.67503294300448,2257949
2023-02-13,89.44863276911309,91.50550211571148,88.00998260079413,89.63518353018799,4026217
2023-02-14,92.60575400372919,94.78097409432054,91.6125056950992,93.06456316999342,2024939
2023-02-15,92.53735971390118,96.03473648652759,89.87732265400591,93.08597564802834,4342861
2023-02-16,91.95776998466596,93.23872693892642,89.18019042769323,91.18307665329131,3971981
2023-02-17,93.0729888866476,94.90982278748154,89.93009618544224,92.74188599168124,4850241
2023-02-20,89.92267447052298,91.98815190753835,89.92267447052298,90.55010483544636,2343862
2023-02-21,91.7930319259889,92.35051887481295,88.91218385644378,90.97462431893986,4959076
2023-02-22,87.79069317379215,88.89359162464861,84.99268415695649,87.52173928829635,4734340
2023-02-23,85.96319610863145,87.31181899761062,83.49450305276324,85.27006802693231,4321765
2023-02-24,86.18854367716206,87.00168644675077,83.02370956413334,85.6492711630223,1388076
2023-02-27,86.24616093439342,88.95846507981207,85.67764252689778,86.96711397035054,3757160
